rid,rTitle,rText 
bmw277,Chargers at Shell petrol stations,"If they have several silver boxes with things hanging off I I know I'll continually end up pulling into the wrong one...
					 "
bmw278,Chargers at Shell petrol stations,"I drive past that whenever we to go into Derby, too close to home to need unless I was really low on charge but it'll be interesting to see if anyone is on it as we go past.
					 "
bmw279,Chargers at Shell petrol stations,"halcyonrichard said:
				
					?
				
			
		
		Passing it today decided to take a lookClick to expand...
	
sorry, missed where this was?
					 "
bmw280,Chargers at Shell petrol stations,"donald said:
				
					?
				
			
		
		sorry, missed where this was?Click to expand...
	
Hi Donald,
                  I thought the thread was discussing the Derby site A38/A50, Thanks for pointing that out. I have edited to mention the location.

Richard
					 "
bmw281,Chargers at Shell petrol stations,"The Derby A38/A50 side is in a key location, there is also a service station etc on the same site.   If Shell was to be radical and put in at least two rapids, it could open up EV travel options for lots of people.

There is also the option of the “Cherry Tree Farm” pub putting in rapids and hence getting competition on two very nearby sites.

So when is the Tesla 16 stall supercharger due to open at this site......
					 "
bmw282,Chargers at Shell petrol stations,"The SC around there is due 2018.
					 "
bmw283,Chargers at Shell petrol stations,"The two reports from people that have used these seem to paint a picture of a very complex and time critical app which even lead one of them to need customer services to get a charge started!
					 "
bmw284,Chargers at Shell petrol stations,"Just taking the shell driver's club card would have been a better idea than farting about with an app. 

Smoov app is also poor. I have said I want a particular payment method but it doesn't prompt for card information when you are setting it up. I have entered the card type and it's not bothered to ask anything else.

If you go to 'connected cards' that's for I presume RFID Card accounts. It didn't like normal card number being put in there so I think it's going to be a total disaster if I try and use it.
					 "
bmw285,Chargers at Shell petrol stations,"Passed the Derby Shell station and popped in for a look. One charger installed  and powered up fences still around it. But white Leaf plugged in and trying to charge - Three guys in high visibility jackets trying to get the charge started remotely for her ???? Turns out they were installers/commishioners and she had got stranded. Hope they sorted it for her. Station manager said she would sort out a socket if they couldn't. Any way it's due to go live next Tuesday - so good news. On the flip side only one charger, and requires the app to get a charge. One guy did mention they were looking at contactless, also mentionsed that the staff at the station will have RFID card ""just in case."". Apparently It's a trial for Shell - but with only one charger and an app required it will limit usage.

Richard
					 "
bmw286,Chargers at Shell petrol stations,"Having a card that would always start a charge is a good idea. Better than most manage that use apps.
					 "
bmw287,Chargers at Shell petrol stations,"srichards said:
				
					?
				
			
		
		Having a card that would always start a charge is a good idea. Better than most manage that use apps.Click to expand...
	
Why not just have remote stop/start controls and a meter in the station that shows how many kWhs have been taken so they can pay inside, no need for apps or RFID cards, all the best ideas are copied from elsewhere
					 "
bmw288,Chargers at Shell petrol stations,"Some photos for you of the A50 Charger
					 "
bmw289,Chargers at Shell petrol stations,"Craig Rogers said:
				
					?
				
			
		
		

	View attachment 58617
	
 

	View attachment 58609
	
 Some photos for you of the A50 ChargerClick to expand...
	
Blimey that Outlanders keen it isn't even open yet and he's in the queue
					 "
bmw290,Chargers at Shell petrol stations,"It’s funny but they have even made the charger look like as much of a petrol pump as possible!
					 "
bmw291,Chargers at Shell petrol stations,"That is such a fail, petrol users can pay at the till or often pay at the pump, we have to faff with an App? Madness!

At least if we could pay in the shop like all the petrol/diesel users we might be tempted to buy something else.
					 "
bmw292,Chargers at Shell petrol stations,"If they’d done it so their daft fuel and go app worked then paying in the shop would be just as easy. Silly really.
					 "
bmw293,Chargers at Shell petrol stations,"Just needs a bucket of sand next it it now to soak up any puddles of electrons.
					 "
bmw294,Chargers at Shell petrol stations,"And some thin plastic disposable gloves plus wipes...
					 "
bmw295,Chargers at Shell petrol stations,"Anyone know the other stations being fitted with rapid chargers ? Just interested if they will be going into motorway service areas.

Richard
					 "
bmw296,Chargers at Shell petrol stations,"No idea but I'll ask. I'd think MSA locations are tricky due to Ecotricity already being there. 

Putting a charger in that's under cover and just needs a card would be a massive step up. I'd think they might get away with the higher per kWh rates if they did that.
					 "
bmw297,Chargers at Shell petrol stations,"Craig Rogers said:
				
					?
				
			
		
		

	View attachment 58617
	
 

	View attachment 58609
	
 Some photos for you of the A50 ChargerClick to expand...
	
thanks for nicking my photos...  ;-)

Also what is wrong with this location, is only the central bay is EV Charging The bays each side are Air Water & Vacuum (The outlander is not in the EV Bay it is in a air/water/vacuum bay)

So for cars with the charge socket on the rear its going to be awkward positioning, and the bays are narrow so you risk door dings from the knuckle dragger in the next bay trying to air his tyres or vacuum his kids puke from the carpets in the car
					 "
bmw298,Chargers at Shell petrol stations,"srichards said:
				
					?
				
			
		
		No idea but I'll ask. I'd think MSA locations are tricky due to Ecotricity already being there.Click to expand...
	
My guess would be that MSA locations would be ruled out because they would be all franchises not owned by Shell.

But I don't have a list of which Shell stations are really Shell and which ones are just franchises, so my guess could be wildly wrong.
					 "
bmw299,Chargers at Shell petrol stations,"""Shell will initially be installing charge posts at ten selected service stations in the UK during 2017 in the London, Reading and Derby areas.""

Shell Recharge
					 "
bmw300,Chargers at Shell petrol stations,"TVEV said:
				
					?
				
			
		
		""Shell will initially be installing charge posts at ten selected service stations in the UK during 2017 in the London, Reading and Derby areas.""

Shell RechargeClick to expand...
	
Initially they quoted ten chargers but only three locations. My hope was they would put in mini hubs. But it looks like they will be putting in singles to ""see how it goes"". So for me in the short term it will be REX for any trips longer than the BEV can do on a charge. Reading is new one though they said origionally Derby London and the Netherlands.

Richard
					 "
bmw301,Chargers at Shell petrol stations,"halcyonrichard said:
				
					?
				
			
		
		Initially they quoted ten chargers but only three locations. My hope was they would put in mini hubs. But it looks like they will be putting in singles to ""see how it goes"". So for me in the short term it will be REX for any trips longer than the BEV can do on a charge. Reading is new one though they said origionally Derby London and the Netherlands.

RichardClick to expand...
	
I tried to find out exactly where they were going to be, but after over ten minutes on hold, I gave up.

The Station Locator on their website doesn't even have an option for 'EV Chargepoint' to filter searches or to show on individual station facilities, as far as I can see.
					 "
bmw302,Chargers at Shell petrol stations,"TVEV said:
				
					?
				
			
		
		I tried to find out exactly where they were going to be, but after over ten minutes on hold, I gave up.

The Station Locator on their website doesn't even have an option for 'EV Chargepoint' to filter searches or to show on individual station facilities, as far as I can see.Click to expand...
	
They put it under fuel type. Apparently they have their own type of electricity 


Fuel Types
Shell V-Power Unleaded
Shell V-Power Diesel
Shell Hydrogen
Shell Recharge
Autogas (LPG)

Richartd
					 "
bmw303,Chargers at Shell petrol stations,"Will they be installing chocolate teapots as well?
					 "
bmw304,Chargers at Shell petrol stations,"Why the negativity? Sure they have apps and there is only one per site...but thats no different to ecotricity in a lot of places.

Its better than nothing!?
					 "
bmw305,Chargers at Shell petrol stations,"Jimlad said:
				
					?
				
			
		
		Why the negativity? Sure they have apps and there is only one per site...but thats no different to ecotricity in a lot of places.

Its better than nothing!?Click to expand...
	
Why should we accept second best?
					 "
bmw306,Chargers at Shell petrol stations,"halcyonrichard said:
				
					?
				
			
		
		They put it under fuel type. Apparently they have their own type of electricity 


Fuel Types
Shell V-Power Unleaded
Shell V-Power Diesel
Shell Hydrogen
Shell Recharge
Autogas (LPG)

RichartdClick to expand...
	
I'm pretty sure that has only just been added, unless I'm going mad. I scanned both those list carefully, before posting.

Anyway, it's there now 
					 "
bmw307,Chargers at Shell petrol stations,"Single chargers are better than nothing. Multiple chargers in areas of useless mobile data coverage aren't much better. Sites with multiple chargers often mean when one fails the provider just takes much longer to bother to fix it as it isn't the only charger so many of the double sites are just singles.
					 "
bmw308,Chargers at Shell petrol stations,"The problem with a combination of single charger install and unreliable, convoluted payment methods, is that you can't rely on them, so 9 times out of ten you don't bother. (yes, made-up statistics)

If you had sensibly organised hubs of rapid chargers, maybe even with an attended service (remember that at fuel stations?) then at least you probably wouldn't have to worry about not getting a charge.
					 "
bmw309,Chargers at Shell petrol stations,"The shell ones have an RFID card in the shop so if the app doesn't work that should mean you can always get a charge.
					 "
bmw310,Chargers at Shell petrol stations,"srichards said:
				
					?
				
			
		
		The shell ones have an RFID card in the shop so if the app doesn't work that should mean you can always get a charge.Click to expand...
	
So, if they are maintained by Allego, who have some tie-up with Plugsurfing, could you register your old PolarPlus card with Plugsurfing and use the 'pump'?

Can't believe I just asked that. As if I'm going to jump through that many hoops. Okay, I might have to if they all resist providing contactless payment.
					 "
bmw311,Chargers at Shell petrol stations,"TVEV said:
				
					?
				
			
		
		So, if they are maintained by Allego, who have some tie-up with Plugsurfing, could you register your old PolarPlus card with Plugsurfing and use the 'pump'?

Can't believe I just asked that. As if I'm going to jump through that many hoops. Okay, I might have to if they all resist providing contactless payment.Click to expand...
	
Don't know. I tried my podpoint one and it didn't like it.
					 "
bmw312,Chargers at Shell petrol stations,"i have tried that Smoov app s couple times when in Belgium and Netherlands and it never worked giving message no charge point available when standing next to one
both PlugSurfing and / or NewMotion came to the rescue to get a charge
					 "
bmw313,Chargers at Shell petrol stations,"I've tried smoov and it doesn't find any charge points either...I thought that was because there weren't any but if they're not working where it should work then it's a pretty poor effort.
					 "
bmw314,Chargers at Shell petrol stations,"TVEV said:
				
					?
				
			
		
		The problem with a combination of single charger install and unreliable, convoluted payment methods, is that you can't rely on them, so 9 times out of ten you don't bother. (yes, made-up statistics)Click to expand...
	
Yes, you made that statistic up. It's really 10 out of 10.
					 "
bmw315,Chargers at Shell petrol stations,"halcyonrichard said:
				
					?
				
			
		
		and the Netherlands.Click to expand...
	
Probably a bit far for me, Reading might be doable
					 "
bmw316,Chargers at Shell petrol stations,"halcyonrichard said:
				
					?
				
			
		
		Initially they quoted ten chargers but only three locations. My hope was they would put in mini hubs. But it looks like they will be putting in singles to ""see how it goes"". So for me in the short term it will be REX for any trips longer than the BEV can do on a charge. Reading is new one though they said origionally Derby London and the Netherlands.

RichardClick to expand...
	

I wouldn't want to be in Shell's position, fuel sales will start to decline over the next 10 years so unless they do something now they will be stuffed.

Personally I can't see how any Rapids will make any money, if an EH Rapid charger was going all day every day it would make less than £200 a day which means it would have to be running reliably for 250 days to return £50K, that doesn't account for any maintenance or operating costs like site rental, 4G fees or indeed the all important electric.

EcoT has said that the EH is costing them money so I guess Shell should be applauded for giving it a go and taking the plunge, not sure I would bother.
					 "
bmw317,Chargers at Shell petrol stations,"richtrash said:
				
					?
				
			
		
		Personally I can't see how any Rapids will make any money, if an EH Rapid charger was going all day every day it would make less than £200 a day which means it would have to be running reliably for 250 days to return £50K, that doesn't account for any maintenance or operating costs like site rental, 4G fees or indeed the all important electric.Click to expand...
	
250 days is quite a short period to expect to cover the capital costs. 1000 days aka 3 years would not be unreasonable if you expected the charger to last several years beyond that. Mind you, that's still nearly 10 charges per pump per day and while some of the EH estate does that easily most of it is nowhere near.

I wonder when economies of scale start kicking in for charger pricing?

Ecotricity have about 300 rapid chargers. Shell own 550 filling stations across the UK and there are another 500+ branded as Shell. If they installed say 10 rapids in each filling station that's 10,000 rapid chargers. I wonder what the numbers look like when you start getting up to that kind of level?

Of course more likely they stick with dribbling in one charger per station across a fraction of the ones they actually own and their overheads will be higher than Ecotricity's.
					 "
bmw318,Chargers at Shell petrol stations,"Duncan said:
				
					?
				
			
		
		250 days is quite a short period to expect to cover the capital costs.Click to expand...
	
I was just using it to illustrate the quickest they could get a return on their £50K+ I personally think they will struggle to get a return at all.





	
		
			Duncan said:
				
					?
				
			
		
		If they installed say 10 rapids in each filling station that's 10,000 rapid chargers.Click to expand...
	
10 Rapids would cost them a pretty penny, and with 10 Rapids 9 would be just sat there waiting for the EV's to gain traction, the numbers wouldn't make it viable as they are about to discover.
					 "
bmw319,Chargers at Shell petrol stations,"If I wanted to make money out of chargers (ie have a business), this is what I would do. 
1. Put in some 7kWh destination chargers in a popular long stay car park. 
2. Clearly mark them up as spaces for EV charging only. 
3. Charge a nominal per kWh rate to prevent freeloading. 
4. Issue penalty notices at £50 a time to people that ICEd the spaces. 

I should be able to make at least £50 a day from each chargepoint unless a pesky BEV or PHEV parks at one and blocks it from being ICEd. But no business is perfect...
					 "
bmw320,Chargers at Shell petrol stations,"TVEV said:
				
					?
				
			
		
		So, if they are maintained by Allego, who have some tie-up with Plugsurfing, could you register your old PolarPlus card with Plugsurfing and use the 'pump'?

Can't believe I just asked that. As if I'm going to jump through that many hoops. Okay, I might have to if they all resist providing contactless payment.Click to expand...
	
Anybody with a plugsurfing card able to check? At least if it was RFID card enabled it would move up from being bottom of my list of preferred networks (although that might still be Ecotricty...)

My preference when journey planning -

Free (e.g. Engenie)
PolarPlus (I'm a member)
Contactless (e.g. InstaVolt)
RFID (CYC/CPG via PolarPlus Card)
Apps (Shell/Ecotricty)

I hate standing next to a charger looking like a nonse fiddling with his mobile phone furtively!
					 "
bmw321,Chargers at Shell petrol stations,"richtrash said:
				
					?
				
			
		
		Personally I can't see how any Rapids will make any money, if an EH Rapid charger was going all day every day it would make less than £200 a day which means it would have to be running reliably for 250 days to return £50K, that doesn't account for any maintenance or operating costs like site rental, 4G fees or indeed the all important electric.Click to expand...
	




	
		
			Duncan said:
				
					?
				
			
		
		I wonder when economies of scale start kicking in for charger pricing?Click to expand...
	
I look at some of the maths some time ago; you can’t make profit from a single Rapid unless you gain lots of other sales due to it.   The issue is that a single rapid has to be used for less than about 25% of the time otherwise long queue build up.

Once you get up to 4 rapids on a site you can get a reasonable usage of each without getting long queues, the benefit continues until about 8.    Therefore ideally you need clusters of at least 8 rapids.

But it needs something like 5% of long-distance drivers to be using none Tesla EVs before the profit starts rolling in.   In some parts of the USA rapids may be making money, not in the UK unless someone else pays most of the costs.
					 "
bmw322,Chargers at Shell petrol stations,"I will defo use it, as its on my way home
					 "
bmw323,Chargers at Shell petrol stations,"leafmonster said:
				
					?
				
			
		
		I will defo use it, as its on my way homeClick to expand...
	
I used to say that about the CPG Charger at Eynsham but they wanted £4.50 for 30mins and I only wanted around 20 miles, it is a boring location as well, there is a shop there but nothing else so I ended up comfort eating, gave up in the end and just REXed it, I see they have changed their charges now it's £1 connection + 30p/kWh so would probably cost me about £3 now but it's still boring.
					 "
bmw324,Chargers at Shell petrol stations,"The point about putting in rapids at filling stations is that the fuel is the honey trap to draw in customers for the shops. For several years the shops have been the profit centres. I seem to recall some very rough estimates that suggested each pump at a filling station made about £15-£20 operating profit per day or <£1 per customer in fuel sales but the average profit from shop sales was in the order of £4-£10 per customer with the majority of the profit being people doing shopping other than fuel evenings and overnight. Operating profit from EV charging should be in the order of £2 per charge with the installation costs of the rapid less than a fuel pump if you add in the maintenance and a contribution to the tank installation cost, plus the residency time of the EV'er in the shop will be about 4x that of the ICE'er. Looks quite a sensible business proposition if you think about it that way even if the initial take up is likely to be low.

The more options we have to fuel the lower the barriers to EV adoption will be so whichever way you look at it this is a good move.  From nextgreencar.com's EV statistics it looks like there's around 2,000ish rapid outlets in the UK now, split between AC and DC with about 3-4x DC although a lot are multiple headed units that won't support multiple vehicles charging. At my last count there are around 280 operational Tesla stalls so that would make it about 1800 multi-make rapids with about 400 AC, 1500 CHAdeMO and 750 CCS outlets as a rough estimate. I don't know for sure how many BEVs are on the roads but I think the figure for last year was around 10,000 so maybe 12,000 by now with 3-4,000 of them being Teslas. That makes about 6 cars per rapid for non Teslas - it feels a lot lower than that but I don't see that many BEVs charging (Tesla apart) on my travels so maybe it's right. It is a chicken and egg problem to some degree, but at the moment (on paper at least) it looks like on average there are enough rapids to support the existing fleet. Average numbers don't give the whole picture of course, Wales in particular is a very poorly served part of the country, but the numbers are interesting!
					 "
bmw325,Chargers at Shell petrol stations,"pbceng said:
				
					?
				
			
		
		I don't know for sure how many BEVs are on the roads but I think the figure for last year was around 10,000 so maybe 12,000Click to expand...
	
These figures sound low to me.

PHEVs market share has risen with time to be currently 65 pc of all plug ins. With over 100,000 plug ins on the roads it sounds to me like there must be about 40,000 - possibly more - BEVs on the roads in the UK?
					 "
bmw326,Chargers at Shell petrol stations,"Sounds low to me as well. But from WIKI :-


	
					 "
bmw327,Chargers at Shell petrol stations,"Quick look on how many left and totals so far up to Q2 2017 are:

2100 i3s
17000 Nissan Leafs
5300 Zoes. 
6700 Teslas

I'd assume there's probably no more than 1000 of the various other electric models like the Soul, Smart etc. 

I've not included the Rex I3 or any plug ins. 

Leaf seems to be selling at about a 1000 a quarter.
					 "
bmw328,Chargers at Shell petrol stations,"An interesting development near here is the rise of the Costa empire with some sites being located at petrol stations. A perfect fit for a couple of Rapids outside.
					 "
bmw329,Chargers at Shell petrol stations,"I have done a graph of cost vs kwh to compare charging across the rapid charger networks (because i am like that ;-)

Currently shell is the cheapest rapid with their offer rate of 25p/kwh.
When shell recharge goes up to 49p/kwh they will still be cheaper than Ecotricity for up to 10kwh charging.
Polar plus costs practically the same as ecotricity if you use just 2 of their rapids a month.
Polar instant (at £6/30min) is never cheaper than Ecotricity
I think shell are well placed in the market for short stops. long enough to buy snacks and check emails etc.
Ecotricity are good if your going to eat a meal at the motorway services.
					 "
bmw330,Chargers at Shell petrol stations,"leafmonster said:
				
					?
				
			
		
		I have done a graph of cost vs kwh to compare charging across the rapid charger networks (because i am like that ;-)

Currently shell is the cheapest rapid with their offer rate of 25p/kwh.
When shell recharge goes up to 49p/kwh they will still be cheaper than Ecotricity for up to 10kwh charging.
Polar plus costs practically the same as ecotricity if you use just 2 of their rapids a month.
Polar instant (at £6/30min) is never cheaper than Ecotricity
I think shell are well placed in the market for short stops. long enough to buy snacks and check emails etc.
Ecotricity are good if your going to eat a meal at the motorway services.Click to expand...
	
You missed Instavolt with their debit card activated 35p/kWh flat rate, which comes  into line with EH at the 20kWh point below which they are a better deal. (Unless of course you are exempt from the EH connection fee)
					 "
bmw331,Chargers at Shell petrol stations,"leafmonster said:
				
					?
				
			
		
		I have done a graph of cost vs kwh to compare charging across the rapid charger networks (because i am like that ;-)

Currently shell is the cheapest rapid with their offer rate of 25p/kwh.
When shell recharge goes up to 49p/kwh they will still be cheaper than Ecotricity for up to 10kwh charging.
Polar plus costs practically the same as ecotricity if you use just 2 of their rapids a month.
Polar instant (at £6/30min) is never cheaper than Ecotricity
I think shell are well placed in the market for short stops. long enough to buy snacks and check emails etc.
Ecotricity are good if your going to eat a meal at the motorway services.Click to expand...
	
One you missed. I do 10-12+ BMW chargenow (Polar Plus) rapid charges a month. Of those at least 5 charges, but often 8-10 are free Ultracharger 50kw DC CCS charges @ 3 x Hotel/Pub Ultrachargers along my routes.

If we say 5 x 30kw = 150kw for £7.85 = 5.24p k/wh.  Almost as cheap as the overnight 4.99 kwh Green Energy Tide tariff. Nothing comes close to this! If you can make use of them nothing is cheaper than a free charger. Even 1 x 30kw use per month is only 26p /kwh.
					 "
bmw332,Chargers at Shell petrol stations,"I thought that since there's a Shell Recharge location not far from me, that I'd give it a try.

Oh dear. Allego GB/Shell.. Are you reading this?

Siemens EFACEC triple-headed rapid charger. They're normally pretty good.
Screen says to present RFID. Now, I know that it's run by Allego, and they've got roaming agreements with New Motion and Plugsurfing. I've got both of those.
No. This is no regular Allego charge point. It doesn't accept either of them.
Okay, so time to dig out my phone. I had already downloaded their Smoov app
My phone had connected to the on-site wifi and was wanting to sign into that, giving Shell my contact details before giving any connectivity.
Sod that. Turn off the wifi on the phone.
Fire up app, locate the charger. Good enough so far.
It asks what vehicle type I have. Don't think I should need to tell them what vehicle type it is. Left that field blank
Choose Chademo. 
Payment screen, asks for Amex, Mastercard or Visa. (Do they really need to ask that? It can easily be inferred by the PAN on the card).
Next screen, key in card details. Actually, it will try to read the card number from the front of the card, which worked, but still wanted me to key in the cardholder name, and CVV2.
Fair enough
Then it wanted to know how long I'd be. I have no idea. There's an option for that.
Then it failed with an error
start again, exit the app and restart it.
same again. Failed with an error
start again, exit the app and restart it.
Third attempt, it finally worked, and it prompted me to press start on the charger itself.

Let me use a contactless payment card reader on the charge point, or at least an RFID from a provider that your network already accepts on the rest of your network. Your app is the worst I've had to use so far. At least it's pay as you go, and no top-up pre-pay or subscription required.

So, while it's £0.25/kWh, it's reasonably cheap for ad-hoc charging, and a lot cheaper than Source London to charge a vehicle.
If that's half price, I wouldn't pay full whack unless it was a charger of last resort.

	
					 "
bmw333,Chargers at Shell petrol stations,"So the app tries to read card details off the card with phone camera?
					 "
bmw334,Chargers at Shell petrol stations,"Are these charge company administrators ever going to learn ?
					 "
bmw335,Chargers at Shell petrol stations,"Allego have been quite open about the roaming agreements and have already announced that it won't be active for another few months. Don't knock them for something they have already announced.
					 "
bmw336,Chargers at Shell petrol stations,"srichards said:
				
					?
				
			
		
		So the app tries to read card details off the card with phone camera?Click to expand...
	
yes it does
in Belgium & Netherlands it could read my Barclaycard without problem it only failed at the next step
					 "
bmw337,Chargers at Shell petrol stations,"As long as it remembers for all future charges then that’s what matters. 

If smoov took Apple Pay or android pay that would save a lot of farting about.
					 "
bmw338,Chargers at Shell petrol stations,"volt69 said:
				
					?
				
			
		
		One you missed. I do 10-12+ BMW chargenow (Polar Plus) rapid charges a month. Of those at least 5 charges, but often 8-10 are free Ultracharger 50kw DC CCS charges @ 3 x Hotel/Pub Ultrachargers along my routes.

If we say 5 x 30kw = 150kw for £7.85 = 5.24p k/wh.  Almost as cheap as the overnight 4.99 kwh Green Energy Tide tariff. Nothing comes close to this! If you can make use of them nothing is cheaper than a free charger. Even 1 x 30kw use per month is only 26p /kwh.Click to expand...
	
..... and you guys were pointing out the complexities of my Soul financing explanation?!
					 "
bmw339,Chargers at Shell petrol stations,"srichards said:
				
					?
				
			
		
		So the app tries to read card details off the card with phone camera?Click to expand...
	
Yes. BMW's DriveNOW car rental app does the same. I seem to remember it can also recognize driving licence details in a similar OCR way. Android Pay works in a similar way to sign up a new card.

You can key it in manually if you want on the Smoov app.
Of course, you need to key in the CVV2 number, because it can't read that from the front.

Time taken between pulling up at the charger to actually start a charge: 13 minutes.
					 "
bmw340,Chargers at Shell petrol stations,"13 minutes. Cripes.
					 "
bmw341,Chargers at Shell petrol stations,"nope, i had to scan my credit card every time but may be because the app did throw an error at the next step?
					 "
bmw342,Chargers at Shell petrol stations,"Surrey Plum said:
				
					?
				
			
		
		These figures sound low to me.

PHEVs market share has risen with time to be currently 65 pc of all plug ins. With over 100,000 plug ins on the roads it sounds to me like there must be about 40,000 - possibly more - BEVs on the roads in the UK?Click to expand...
	
Yes - you're correct. I mixed up registrations and registered. The figure is more like your 40,000 so about 24 cars per rapid.

The next green car link is Electric vehicle market statistics 2017 - How many electric cars in UK &#63 for anyone interested.
					 "
bmw343,Chargers at Shell petrol stations,"As the CDF of distance travelled versus frequency is a continuous positive function, the next most interesting data to see would be those rapids in range of electric cars requiring one rapid charge.

That could be variable per car model, or just numbers of electric cars within the band 50 to 100 miles from each rapid.

....Be interesting to see each rapid site in UK with that number next to it.....

If OLEV actually had its pulse on the issue, they'd already have that map. Does it exist already?
					 "
bmw344,Chargers at Shell petrol stations,"pbceng said:
				
					?
				
			
		
		The next green car link is Electric vehicle market statistics 2017 - How many electric cars in UK &#63 for anyone interested.Click to expand...
	
TBH I think it only becomes interesting when we're looking at data showing vehicles that we can anticipate will be used mainly on electricity.

When the opportunity exists to buy a congestion charge exempt car without ever needing to plug it in, then that will obviously happen, so the statistics are uninformative without understanding that dynamic.

I think BEV sales would be a better analogue of the number of actual EV miles being run. By that I mean even if they are not 'PHEV' themselves, if there is a doubling [say] of interest in BEVs then there is probably a doubling of interest in PHEV buyers who want to do all electric miles.
					 "
bmw345,Chargers at Shell petrol stations,"donald said:
				
					?
				
			
		
		TBH I think it only becomes interesting when we're looking at data showing vehicles that we can anticipate will be used mainly on electricity.

When the opportunity exists to buy a congestion charge exempt car without ever needing to plug it in, then that will obviously happen, so the statistics are uninformative without understanding that dynamic.

I think BEV sales would be a better analogue of the number of actual EV miles being run. By that I mean even if they are not 'PHEV' themselves, if there is a doubling [say] of interest in BEVs then there is probably a doubling of interest in PHEV buyers who want to do all electric miles.Click to expand...
	
I would agree, especially given all the announcements by various manufacturers about making all of their range of cars 'electric' since that usually translates to at minimum phev.

All new cars sold in 2040 onwards will be at least phev/rex, so we already know that the percentage of cars with at least some electrification will be 100% by then.
					 "
bmw346,Chargers at Shell petrol stations,"Don't forget that other oil companies will be watching Shell's move very carefully and will be prepared to offer matching facilities once demand is shown. It is inconceivable that charger hardware companies aren't already banging on their doors. Once every large petrol station is fitted with at least two next generation Ultra rapid Rapids, and even modest EVs have a range of 200 miles, then the final range anxiety ghost will be laid as distance travel becomes as easy as using smelly stuff.
					 "
bmw347,Chargers at Shell petrol stations,"Hitstirrer said:
				
					?
				
			
		
		Don't forget that other oil companies will be watching Shell's move very carefully and will be prepared to offer matching facilities once demand is shown.Click to expand...
	
There are plenty of examples in the EU - found this 4 bay zem2all rapid at the BP station at Malaga airport recently.

Biggest question is how to stop them from being ICE'd...



	
					 "
bmw348,Chargers at Shell petrol stations,"Jimbo said:
				
					?
				
			
		
		... Biggest question is how to stop them from being ICE'd...Click to expand...
	
ANPR activated barrier?

When I win the lottery, I'm going to set up a chain of rapid charging hubs just off motorway junctions and on major routes, with attended service, snack bar, comfort facilities and ANPR. It's just a shame someone is not already doing that, although Tesla come close. I think there was some sort of crowdfunding thing, but I haven't seen much about that recently.
					 "
bmw349,Chargers at Shell petrol stations,"TVEV said:
				
					?
				
			
		
		ANPR activated barrier?Click to expand...
	
Well, so far, of the 'donald proposed national charging infrastructure solution', we've got hub-like numbers of chargers taking shape and we've got subscription fees of VED-like proportions ~£100/yr, so ANPR access is the next step in my 'plan'.
					 "
bmw350,Chargers at Shell petrol stations,"Magnamundian said:
				
					?
				
			
		
		All new cars sold in 2040 onwards will be at least phev/rex, so we already know that the percentage of cars with at least some electrification will be 100% by then.Click to expand...
	
When was this announced? So far there have been vague mutterings of ""hybrid"". No mention of plug ins.
					 "
bmw351,Chargers at Shell petrol stations,"Jimbo said:
				
					?
				
			
		
		There are plenty of examples in the EU - found this 4 bay zem2all rapid at the BP station at Malaga airport recently.

Biggest question is how to stop them from being ICE'd...



	View attachment 59057
	
Click to expand...
	
I am tempted to be carrying a tow rope.


					 "
bmw352,Chargers at Shell petrol stations,"TVEV said:
				
					?
				
			
		
		ANPR activated barrier?

When I win the lottery, I'm going to set up a chain of rapid charging hubs just off motorway junctions and on major routes, with attended service, snack bar, comfort facilities and ANPR. It's just a shame someone is not already doing that, although Tesla come close. I think there was some sort of crowdfunding thing, but I haven't seen much about that recently.Click to expand...
	
The Milton Keynes hub on the M1 J14 with 10 rapids will be opening early next year. It's at the Coachway with the usual facilities.  I think that will put most of the puny efforts into perspective. Currently my closesest chargers are Tamworth, Donnington, Derby A50 East and Derby A50 West. This amounts to 5 chargers of which  3 are singles, Only 1 CCS (currently showing problems on ZapMap)  I have had failed charges at 4 out of 5 locations. I would keep your money in your pocket and wait until the current monopoly lapses. I am waiting for the first Shell at an MSA to install chargers.

Richard
					 "
bmw353,Chargers at Shell petrol stations,"halcyonrichard said:
				
					?
				
			
		
		The Milton Keynes hub on the M1 J14 with 10 rapids will be opening early next year. It's at the Coachway with the usual facilities.  I think that will put most of the puny efforts into perspective...Click to expand...
	
As long as it's access to all (not requiring a subscription) AND they have contactless payment at a reasonable cost, then I welcome it.
					 "
bmw354,Chargers at Shell petrol stations,"TVEV said:
				
					?
				
			
		
		As long as it's access to all (not requiring a subscription) AND they have contactless payment at a reasonable cost, then I welcome it.Click to expand...
	
Not sure what payment system they will use. But they are being installed and run by Chargemaster. This was through a separate bidding system to the rest of MK's chargers. Not sure if it will be required to be open access/PAYG. I just hope it is Contactless  card access. We must get away from the self serving networks we have to put up with at present.

Richard
					 "
bmw355,Chargers at Shell petrol stations,"halcyonrichard said:
				
					?
				
			
		
		Not sure what payment system they will use. But they are being installed and run by Chargemaster. This was through a separate bidding system to the rest of MK's chargers. Not sure if it will be required to be open access/PAYG. I just hope it is Contactless  card access. We must get away from the self serving networks we have to put up with at present.

RichardClick to expand...
	
Got no problem with the networks, it's the subscriptions they can get rid of.
					 "
