rid,rTitle,rText 
car_2720,RRZ3,"I've loaded mine up with the Dinan 
upgrades and it runs like a dream"
car_2721,The Austin Healy with Performance Power,"The M Roadster is definately not a Z3 when it 
comes to handling and performance. It 
challenges the Z 8 for king of the true sports 
cars under 150K.

It is the car for those who owned or wished 
they owned the big Austin Healy of the '60s, 
but with the difference of greater reliability, 
better handling, and much greater acceleration 
and top end. This is the car for twisting roads 
and long road trips."
car_2722,SWEEEEET!!!!!!!,"I really can't say much bad about the 
car...I love the looks and the 
aggressive style. The 3.0 is the way 
to go. Everyone who is an enthusiast 
wants the 3.0 over the 2.5 The motor 
is great, tranny superb, and the 
handling is out of sight. I have 
noticed fairly quick wear on the 
tires. But, I do drive it with 
authority..If you can find one in good 
shape get it..The car is gonna be a 
classic!!!!!"
car_2723,I really like this car!,"I really, I mean REALLY like htis 
car!  It is a drivers machine.  It 
does everything you ask of it and 
more.  It's FAST (expecially after 
getting it chipped = then it's REALLY 
REEAALLLY fast) It corners like a 
dream.  Gas mileage has been 
outstanding - on a recent trip to Las 
Vegas at an average speed of let's 
just say 90+ I got 24.5mpg.  Contrary 
to the review above I think it is one 
of the greatest looking cars around.  
It has hints of some of the most 
classic sports cars of all time 
throughout its integrated styling 
scheme.  As for comfort, I can drive 
the car comfortably longer than the 
capacity of my bladder and gas tank."
car_2724,So far soooo good,"After hearing less than steller 
reviews of BMW reliability - we bought 
the Z3 with some caution. However, the 
car has been just great. It is 
impossible not to have a grin on your 
face when you're driving. It is just a 
blast. I short drive in the Z3 can 
transform a bad day into a vacation."
car_2725,The best!,"This is my 3rd bimmer and, even though 
I loved the other two ('94 325is 
and '96 325iC), this is the best!  
This is what I wanted when I bought 
the 325iC - glad I waited until the Z3 
came equipped with the 3.0!  What a 
blast to drive and quite the head 
turner.  I think I will hold on to 
this one for a while as I am not too 
impressed with the Z4's styling."
car_2726,UGLY Car but Fast as Hell!,"This car was extremely fast; however, 
it was one of the ugliest car's I have 
ever seen!!"
car_2727,I Love My New Car,"Besides the Manual shift, the car is 
attractive fun to drive and makes me 
looks very professional and prosperous."
car_2728,great fun sport car,"this car is not for everybody it is a 
mean fast driving machine. the cockpit 
is cozy it is full with two people. it 
is geared for performance I dont sugest 
driving long distances.  I have to get 
out to streach every hour or so. I 
raced a 94 corvete up a mountain and 
easly out handeled the vette. tight 
turns are a favorite you can throw it 
around and it keeps coming back for 
more. the DSC it a real life saver it 
only comes into play when I am driving 
at the edge I am scared to drive this 
car very fast without the DSC 
inguaged.  if you want a fun driving 
machine I highly recomend this car.  
thanks for reading this rob"
car_2729,Fun little car,"This is a fun little car.
Minimalist's dream car.
Raw at its best.
Watch out. Cops gonna get you.
already got a ticket after 2 weeks."
car_2730,need for speed,"This cars fulfills the need I used to 
get filled by driving motorcycles. I 
love this machine and I never will get 
tired of its snappy response and sexy 
looks. Women love this little stud and 
men can't help but try to keep up no 
matter what they are driving. I have 
never seen a car that inspires so many 
looks and challenges. I love it."
car_2731,FUN CAR,"THIS CAR WAS LOTS OF FUN I TOOK IT TO 
130 MILES. LOVED TO DRIVE CNVERTIBLE ON 
THE RAIN...TRY IT SOME TIME!"
car_2732,love to drive,"I love this car.  The first time I test 
drove this car I new it was the one.  I 
will never buy another Japanes car.  
The tork is awsome and the handeling is 
cool.  I can say I enjoy driving to 
work now."
car_2733,mine,"In one word ""GREAT"""
car_2734,Best car I've ever owned!,"My husband and I have always purchased 
GM vehicles in the past, but after 
owning our BMW and being so pleased 
with everything from the dealership to 
the overall performance and styling. 
We'll most likely never own another GM 
product. Every GM car I've owned the 
vehicle had a recurring problem that 
the dealerships (note plural: 
dealerships) could not fix. 
Frustrating!!! Anyway, we love our BMW 
and will purchase another for my 
husband to drive!!!"
car_2735,First Impressions,"Bought mine yesterday after looking 
for a month. Gorgeous shape and 
excellent ride.  Power of 3.0 worth it 
over 2.5. Definitely looking forward 
to having some serious fun with this 
car."
car_2736,Fun! Fun! Fun!,"I bought my Z-3 3.0 (sport package) a 
couple of months ago and I love it. I 
am a dyed-in-the-wool BMW owner with 
this being the 7th that I've owned. 
This car is fast, sporty, gets lots of 
looks and positive comments and 
blasting around on backroads and even 
around town is a great deal of fun. 
Ride is good, handling is solid and the 
engine and transmission (manual) are an 
absolute joy. It runs great and handles 
very well indeed. If I had know it 
would be this much fun I would have 
bought one long ago. Just wish it was 
cooler in Phoenix! I fit fine in it and 
I'm 6'1"" and 230 pounds."
car_2737,Very satisfied customer,"Awesome looking car that really turns 
heads. I'm glad I got the 3.0 liter 
because I wouldn't want anything 
slower. It's not real fast but at least 
I won't kill myself. The front and rear 
driver side, driving lights went out 
after about 350 miles of use. I paid a 
$995 for a factory 6 CD Changer which 
is ridiculous but I wanted everything 
to be stock. I was quite surprised that 
the oil only needs to be changed every 
15,000 miles. All the maintenance is 
included for 3 years at no cost as well.
Mine has a beige interior and I wanted 
a black interior at first, but people 
warned me about how the hot seats would 
get since it's a convertible."
car_2738,A topless wonder!!,"Bought it used with 3800 miles on it.  
Has been used for 1 1/2 yrs with total 
enjoyment.  I love this car and keep it 
garaged and cleaned off after every 
use.  It now has 18000 miles and is 
still as good as new, a real dream car."
car_2739,The Most Fun Roadster Yet,"This car is amazing! I bought the 2.5
with about every option which brought
the price up to 36K, but it was worth
every penny. The steptronic automatic
transmission is very smooth in normal
mode, and acts like a manual when in
sport mode. The cornering is great and
the ride is very smooth for a smaller
car. As you ride the curvy mountain
roads, you want to push it to the max.
This roadster is more fun to drive than
any I have had."
car_2740,A Bang for your Bucks,"It is the best sports convertible for 
your money. I test drove and priced 
S2000, Boxster, Miata, SLK, MR2, and 
Spyder. This car rates #1 in my $/
(fun*performance) index. I got a great 
deal at $25,800; a basic model with no 
option in classic red/black color 
scheme. Great performance; good torque 
at any rpm."
car_2741,It should be in the sports car category,"Althought, it is luxurious, I would 
classify it under sports convertible 
category. In everyday street driving, I 
think it outperforms Boxsters due to 
its good low-end torque. It is more fun 
to drive. I just can't get use to 
Boxster's hydralic clutch. It's 3 times 
better than the weak MR2 Spyder or the 
S2000."
car_2742,"An economical, yet sporty roadster","Bought used, I got a great deal on my 2000 2.3 Z3.  On sunny days there is nothing like this great performing car, especially on winding 2-lane roads.  It accelerates, brakes, and handles like sporting cars twice its price.  The interior is very roomy and comfortable, and its ergonomics are second to none.  Everyone should have a Z3 in their garage."
car_2743,Tutonic toy,"well handling this, car is planted! Go-cart response. Fun to drive, a joy on twisty roads. Top up or top down a real hoot."
car_2744,Z3 Evaluation,I have found the Z3 to be a wonderfully fun car to drive. Don't park it drive it
car_2745,Still one of the best roadsters,"Love this car. It corners so flatly that it almost begs you to take it around corners even faster. The straight-six is ultra smooth, and strikes a good balance between low-end power and a willingness to rev. 
Reliability has been excellent, and build quality is pretty good (BMW's are good, but Japanese cars still have the best fit and finish). I rated gas mileage as average, but I think that's probably because I never let off the gas pedal : )"
car_2746,roadster in Germany,Wonderful car!  Bought it direct from BMW and saved quite a bit.  Love the looks it gets and it's very quiet at speed.  I sometimes forget it's a convertible because it's so well insulated; can't wait for Spring to get here!
car_2747,BMW sales guy,"I am a former BMW salesman. This vehicle was probably the hardest vehicle to sell without a test drive I believe because of the looks (which I savor). Once driving the car, you will be hooked as I was. I can tell you that of all the vehicles BMW has this one and the X5 4.8 are the most fun to drive, hands down. Usually if you wait right before summer they will drop the lease rates and you can get into one for a decent monthly payment. BTW this thing isn't as great on gas as suggested, especially when you drive it like it should be driven, fast. And I am 6 ft. tall, so it isn't perfect for me, but it's not bad. BTW the Auto/ 5 speed steptronic is really fun and much more practical for SOCAL."
car_2748,My  Z4,"Fun in warm weather, not so up North, tight fit for taller drivers"
car_2749,BMW Z4,First sports car owned in 30 years.  Put the fun back in driving. Handles and corners well.  Good acceleration off the line.  Mine is a 2.5 model and I never drove the 3.0 model but I think it would benefit from the extra power.  No downsides on the car.  Interior better in this than Boxster (until 2005 model).  Fast enough for my kind of driving (64 years old).  Glad I bought it.
car_2750,Must Read,"Have had this car a year. a great car fun to drive and lots of room. Have had other makes but this is by for the best. If anything goes wrong, BMW stands behind their car. And not everyone has a car like yours and I like that. I don't want a car that everyone has. Fun car for a man and wife, they can take to the road and talk and have fun. It is the best thing that my hubby and I ever did was buy this car it has a great radio but we never use it. We love to get in the car and ride and talk. We have been married 25 years and kids are grown and this car gave us a way to get out and have fun and talk and see things that we never seen in a car that the top is on all that time. It is a must have."
car_2751,Z4,"Great handling, comfort ride, this is one of the few unique looking cars on the road.  Most other convertibles all look a like.  I like that this one is very distinctive in looks."
car_2752,It's a Blast!,"It's a wonderful driver's car that 
doesn't ask for many compromises.  For 
a small two seater, leg room is ample 
and a golf bag plus hand cart fit 
easily into the trunk, even with the 
top down!  The car's road manners are 
outstanding and the chassis is 
wonderfully stiff for a ragtop.  I 
definitely recommend stepping up to the 
3.0 engine and 6spd.  I'm told that the 
2.5 and 5spd can seem winded at highway 
speeds.  Definitely not the case with 
the 3.0/6spd.  The looks inside and out 
are controversial, but they continue to 
grow on me.  Quality to this point has 
been very good."
car_2753,excellent car,"Since buying my  Z4 in Sept. ( it's a 
2004), I've put on 3000 very fun miles. Plenty 
of power and lot's of compliments on the car. 
The only problem was the auto-darken rear 
view mirror failed and had to be replaced."
car_2754,Z car 4 you.......,"There is not a bad day when I drive my 
Z4 roadster.  From the time I put it 
on, until I slide out of it,,,it is 
sheer happiness and performance.  It 
thinks, compensates, makes beautiful 
hmusic and can store enough for a 
vacation for 2!.  It handles like a 
dream, holds the road like it is 
attached. I love it's unique lines and 
styling."
car_2755,excellent and fun to drve,"The most fun to drive roadster I've ever
had. I've owned a Miata and a Mitsubishi
3000 And the Z4 is above those three in
every aspect of performance and fun, not
to mention reliability."
car_2756,Suntan machine !,"My first BMW's convertible was a Z3 back in 1997. The Z4 is ""totally"" a difference experience. It drives very well on side streets and Freeways and it is very fast. It's the prefect car to cruise the roads Southern California."
car_2757,I love it!!,"This car is a head turner, and it 
drives great, I love it, great for 
tooling around in!!"
car_2758,Personal Evaluation of BMW  Z4,"Fine automobile. Absolutely no problems 
thus far.Very smooth drive train. 
Performs extremely well."
car_2759,MY IDEA OF A SPORTS CAR,"THIS IS THE BEST SPORTS CAR THAT I HAVE 
EVER HAD WHICH INCLUDES A BMW Z3,A 
GRIFFITH, A JAGUAR XK150, A PONTIAC 
TRANS-AM  AND A PORSCHE 911"
car_2760,vroom,"this is simply excellent and a pleasure 
to own and drive."
car_2761,Alarm System,"This is my third BMW and I love it.  
Only problem this year is that I have 
NO ALARM system.  I had to order it as 
an ""accessory"" and BMW ""forgot"" to wire 
for it, so I am without an alarm system 
at present.  Don't know how long I have 
to wait for this ""part""."
car_2762,Captivating design,"This is as pretty a car as one could ever hope to own. The exterior lines are great and the interior is beautiful. It is fun to drive and a pleasure to just look at. The fit is perfect for all body parts and both the soft and hard tops. If you are considering a Z8, be sure you get all the original accessories. You might also ask that the Performance Kit be installed. Reputable dealers would know the part and understand why you would want it.Update 08/2017: Still loving this car. Entered it in a car show in Carmel last week. Other cars included five Ferraris and several Porsches including a 911-50. Our Z8 won Best in Show. It was the most admired car on the street."
car_2763,Red Hot Fun,"One of the first off the production line.  A silver was firmly in my mind,however when I saw the hot red color on this baby with a black interior, I knew this was my car!  No where can you drive without turning heads.  From young coeds, males in  hot rods to interested observers at the gas pump, it demands attention but does not require frequent stops.  Sports car feel, vintage hints to design from the past mixed with the latest technology and mechanics, this car runs! Sit in the drives seat and feel engulfed in a peice of history and the future.  Comfortable, with the brute power (almost 400hp) to get the adrenaline surging.  Exotic sports car ownership with minimal maintenance.  The Z-8!"
car_2764,Dream Car,"If you are looking for an ultimate 
dream car, this is it.  From its 
sensational design to its exhilerating 
driving performance, this is the 
ultimate in roadsters."
car_2765,Love IT!,"Best sport car I have ever owned. Fast, 
comfortable, easy to drive, and that 
styling! BMW finally made a great one."
car_2766,awesome,"steering ,braking ,  awesome"
car_2767,The Z8 is Not Enough,"This car is awesome.  It is truly a 
drivable work of art with performance 
that is almost scary. The Z8 is the 
best looking car on the road today and 
at 0-60 in about 4.5 seconds, a car 
that will blow away nearly everyone 
else off the road.  And while this car 
is a dream to drive, it is not 
perfect.  The radio/navigation system 
is too complex.  There is a lot of 
plastic on and in the car (but it looks 
great).  Sure, the speedo and tach are 
at the center of the dash....and it 
takes a little getting used to.  But 
once you do, this quirk only adds to 
its uniqueness."
car_2768,Pure Heaven,"This is the BEST BMW i have driven in 
my life.  If you have the money, go 
with it!"
car_2769,TheBestCar,"Just got the Z8 roadster 3 weeks ago, & 
simply love it!  It can be driven like 
a pussycat (with an older passenger), 
or like a lion (when I'm alone)!"
car_2770,BMWz8,"The Bmw z8 is a high performance, sharp-
lookin speed car. I would seriously 
recommend this car."
car_2771,Mike B's Z8,"Once I got rid of the run flat tires, the vehicle 
handling and ride went up about three 
notches. If you have a Z8, get  ride of the run 
flats."
car_2772,The best looking car,"It may a little expensive but the Z8 is 
by far one of the best cars around. It 
has a stylish exterior and a extensive 
interior ."
car_2773,I love the BMW Z8,"It's impossible to describe! I just 
love to be in my Z and drive it around 
anywhere.  I love to drive it fast!"
car_2774,Great,"The best car I have ever bought. Worth 
my money. Nice sleek design"
car_2775,"Good Car, Slightly Cheap Parts","I bought my Alpina in Feb, and it's a 
great car. Unfortunately, some of the 
parts are rather cheap. I can't tell 
you how many times I broke the 
cupholder. And the mirrors rattle and 
look like they're to fall off while 
driving down the highway. I recommend 
this car, but it can be beat. Try a 
Maserati Cambiocorsa Conv, or a 
Porsche 911 Turbo before purchasing 
this Z8."
car_2776,bmw z8,its a reAlly good and fast car
car_2777,I Love BMWs',"It was fantastic. I've never had a 
better car in my entire life."
car_2778,Bad Car,"Uncomfortable, bumpy ride, extremely 
loud engine"
car_2779,The Awesome Z8,"This is a really superb automobile. It 
is very fast and has good handling at 
speeds around 100+ MPH. I am really 
excited about the Alipina. Although it 
will no longer be M powered it will 
still be very fast."
car_2780,"Pinch me, I am so lucky!!!!!!","This is the most fun to drive, 
exciting, lay you back in the seat car 
I have ever driven!  Everywhere and 
every time I drive it, people pull up 
and comment on how beautiful this car 
is!"
car_2781,best car,"the ultamate raodster this car is the 
best. no raodster is better"
car_2782,IT WILL NEVER BE A PORSCHE,"It is a cool looking car, very stylish 
but you will get bored were soon, kinda 
boring to drive. People look, but 
performance and fun factor is no big 
deal. I have a 2002 911 turbo which is 
the best sports car in the world, and 
this new one cannot even compare. 
Eventhough the $ is close."
car_2783,yea,"very smooth ride lots of pep very 
comfortable looks like a million 
dollars."
car_2784,H_ll of a car!!!,"This is really a car. The time it is 
passing, and i'm still more and more in 
love with it. Beautyfull. Totaly 
diferent from other BMW's that I don't 
like much. Excellent."
car_2785,james bond,i think this is good!!
car_2786,Solid Replacement for the A4 Wagon,"Picking up an allroad slightly used was the only way we could find to replace our beloved 2007 A4 wagon.  We still have the wagon but since it has 146,000 miles we decided to ""leave"" the wagon to our daughter.  It's a great replacement and is performing well.  The 8-speed transmission is butter (no, I did not mean better)."
car_2787,Great mover,"Bought this car to replace a 2002 S6 because my wife really likes wagons. Moved our daughter from Humboldt over the weekend driving 14 hours straight. The wagon swallowed a ton on accumulated stuff, handled the twists and turns of highway 101 like a sports car and was a very comfortable cruiser on Interstate 5. The engine had plenty of power for passing but I had to use the paddle shifters because in drive mode the transmission kept the higher gear too long which made for a jerky  ride when you were trying to shoot the gaps. The sport mode shifted sooner but I didn't want to pay the gas penalty.Overall it is a comfortable cruiser and 14 hours behind the wheel was not an issue. I highly recommend this car."
car_2788,All Road is Not All That,"Let's start by saying this car (type) is the ideal car for me. Space for cargo--although not as much as one would think--car-like handling and great style. Audi builds great looking cars. My issues are with maintenance and driving performance. MAINTENANCE: had to replace tires, rotors and brake pads at 20,000 miles. Have a mystery rattle that was never found so the premium Audi came in handy to drown it out. Great sound system. DRIVING CHARACTER: Coming from an Avante, the driving characteristics of the All Road are not as refined or sporty. Little more body roll in corners and some squirlyness on imperfect roads. I would advise not buying with the upgraded 19"" wheels as they render the car useless in snow or conditions where Quattro will be functionally useful. Look good but compromise ride quality. Ask the 8-speed dual-cutch transmission is clunky at low speeds. Finally, Audi decontented the cars packaging from the avant. Many of the handy cubbies and drawers were taken away in this iteration of their wagon class. Ironic, considering it's positioned as an activity vehicle. THE GOOD: The car does accelerate nicely when asked to and the fit and finish is really good. Cabin noise is very quiet. Looks great, alright the front end styling is a bit soft. Subjective. I'm stepping out of my All Road into the new Golf Soortwagon after looking at the BMW wagon--very pricey--the Volvo V60--no paddles on the R Design AWD--and stellar reviews on the Golf. It's good all around, sans AWD, and is a great value."
car_2789,Papa Bill's Allroad,Excellent auto and the 2017 redo should be even better.
car_2790,All road fan,All road fan
car_2791,All around excellent vehicle,"I've had this vehicle for almost two years now and it's been a very fun vehicle to drive!! I have the Prestige version and it's fully loaded with blind spot monitor, rain sensing wipers, upgraded stereo. What I love most about it: Bang and Olufsen stereo..really sounds great, panoramic sunroof, heated front seats, power liftgate.What I don't like about it: seats aren't the most comfortable, and the rear seat leg room. Also the options can be $$$ when you move up in trim levels.Other than that, the Allroad is very fun to drive!Update: I sold this vehicle recently because minor problems kept happening and I was tired of taking it into the dealership.  The dealership near me is always busy and it's hard to take my car in for a quick fix.   The bluetooth connection with my phone was always slow taking at least 5 minutes to connect and I had to wait for everything to ""initialize"" (including the radio).  The best thing about this car was the handling and power."
car_2792,Catch my z,"Check out common problems like springs,radiator expansion tank, engine gaskets, hazard switch, lights, top motor etc"
car_2793,Nice toy,Nice toy
car_2794,Z4,We have enjoyed it for the last 10 yrs. Time to move on.
car_2795,"Class, Comfort and Quality!","Class, Comfort and Quality!"
car_2796,Totally Fun Driving,"I am a big man at 6'3"" and 260 lb with arthritis and that is why I am letting this car go.  It is very difficult for me getting in/out of the very low seats with the top up.  Once I am in it is reasonably comfortable around town but again on  a long drive leg cramps became an issue.  I have loved owning and driving this car though because once I am in the seat I feel in total control of the driving experience.  The car has exceptional performance if you use the gears correctly and can easily get to 100+ just entering an on ramp.  Brakes are superb (typical BMW) and the six speed tranny shifts flawlessly and seems to know your exact movement when shifting.  I have never missed a shift.  I have changed the oil per the factory recommendation and the battery a couple of times.  There have been no other problems other than a flat tire.  I replaced the run flats with a performance tire that can be repaired and love the way they hold the road as well as improving the ride.  The only drawback to these tires is that I do not have a spare.  Oh well....."
car_2797,3.0i Sport Package - dream car!,"I am still in shock after I purchased the 2006 Z4 3.0i fully loaded with winter, comfort and sport packages for around $20,000 with 50k miles on it.I simply would have to search for a reason why buy anything else - including new, newer, or different model sport cars.With a push of a button this thing performs as if it had turbo or supercharged engine.The interior, though not Jaguar comfortable, hugs you tightly and holds you in one place to enjoy the show.Super tight sport suspension can take almost any corner at mind boggling speeds you can throw at it.Ditch the ""run-flat"" tires.Buy whatever you want at Tirerack.com for less than $500 and your car's shoes are back in order."
car_2798,Dream Car,I have owned this car since October 2009.  Bought it used with 36k.  When I purchased it the channel changer on the stereo was not working.  It was still under warranty.  The dealership replaced the stereo with a new one.  Other minor issues including front brake rotors occurred and the BMW dealership took care of them all at NO CHARGE.  The warranty is the best.  The car handles like a dream.  It certainly is a head turner.  I had a minor accident because of a blind spot when you look back to back up .  I love this car.  It handles like a dream and the dual steptronic transmission is terrific.  I am a BMW customer for life.  The customer support and service is the best I have dealt with.
car_2799,Fun -- Fun -- Fun -- in the Sun,"Bought the car with 17,000 miles. The car is amazing to look at, never mind amazing to drive. Fast, confident and gorgeous come to mind. Or as a friend said after riding in the car, ""I couldn't stop smiling""! The interior is comfortable and well laid-out. The MPG is incredible -- I'm averaging 28-28 MPG (low of 25, high of 32.2). I did replace the OEM run-flat tires with regular tires and the ride quality improved 100% with no loss of handling and improved wet road handling. My car is still under warranty and the few issues that needed to be fixed where taken care of by the dealer no problem, even though I'm the 2nd owner. Drawbacks: it is a little challenging to get in and out of!"
car_2800,Fun car to drive!,"Bought the car with 19K mi., after driving 13k mi. I only have good things to say about the Z4.  The sport suspension is incredible, you feel connected to the road, cornering is superb, it may be a little stiff for some drivers but keep in mind this is a sports vehicle.  The 3.0si engine meets and exceeds expectations.  255 hp for a 3,000 lb vehicle makes for speedy acceleration, the transmission sport mode makes the responsiveness that much better.  The instruments, stereo and GPS are up to par with other high end convertibles.  Even the trunk is of decent size compared to other convertibles available, enough for a weekend trip for two!"
car_2801,One is not enough,"I bought my first Z4 in the spring of 2009. My wife and I argued as to who would drive it, so I bought another last fall. No doubt, fun to drive, scary quick, and either a head turner. BMW's reputation for service is second to none. I agree with many people here. If you want to get happy quick, go start and drive a Z4!"
car_2802,Nice but not for me,"I bought this Z4 two years ago and only drive it 6000 miles a year.  The seats are uncomfortable despite their quality, and the shifter/armrest arrangement causes one to slurp to the right while driving- ends up uncomfortable.  Vision is not good on Left.  Wonderful car, so very beautiful, but harsh on the highway with run flats.  Runs like the wind, hits 100 right away.  Chippy in the tracks on the interstate, enormous blind spot, not easy to back up.  Just not comfortable enough for a daily driver or frequent driver.  Reliability superb, but I have to crawl out of it. When I saw it, I simply had to have it, then never drove it much and it just sat in the garage.  Nice, but think twice."
car_2803,Remake this Classic,The BMW Z4 Classic.  Lines are right. The sport edition roars.  I live in Germany and this Classic gets stares all the time--drove her to Paris and they simply stared...
car_2804,Fun in the sun!,"I purchased this black with red leather interior CPO Z4 three months ago with 39k on the odo and the car is as tight as any new car I have owned. I love the looks and the engine is smooth and responsive. Nothing except some prescription medications can change a bad mood into a good mood faster than this car. The stereo sounds awesome top up or down, but could use a changer. I love the way heads turn every where I drive, it is definitely an attention getter. I love the sound of the engine but wish it was a little louder."
car_2805,100% Adrenaline Rush,"I have had my Z4 3.0si for three years and have only put 11500 miles on it.  It is strictly a weekend car. I have a mercedes E350 and Audi A4, but can't wait until the weekend to drive the Z.  I still feel the rush of adrenaline when i press the sports button and rocket down the highway. I feel like a kid driving a go-kart with a big smile on my face. It is just an awesome car!!!"
car_2806,Incredible automobile,"Dreamed of owning one of these for a long time. Finally traded my Jeep Wrangler for this certified used Z4. What an incredible automobile. Handles like a dream and I'm stared at and asked about it 24/7. Handling, fuel economy, and styling is like no other."
car_2807,Great Sports Car!,"We leased our BMW Z4 3.0i to be able to afford it, but not sure we would lease again.  Leasing does get you in the car, but nothing to show for it when the lease runs out.  BMW does make things easy to lease but will find out in August how the transition goes- buy or re-lease something else. Would love to buy it.  Love the car!"
car_2808,Bang for the Buck!,"I had been looking at getting a small sports car for a while.  Looked at the Boxster, Corvette, Audi TT, and the BMW.  I loved the Z4 for the unique design.  Once I drove it, I was hooked.  I paid $30k for this gem.  Silver on Black.  Great for normal day to day, then just push the ""sport"" button and... she becomes a whole new car.  Throttle response, steering and overall power seems to explode!  Its like an alter ego. I drove the M roadster and it is just a Freak!  The 3.0si is a dream for much less. Anyone who complains about the trunk space or the rigid ride should have  chosen otherwise.  Take a shorter trip, pack a smaller bag, and use your buddies truck to go to home depot. Great Car!"
car_2809,Z4 3.0si,"I had my Z3 for twelve years, finally bought a Certified Z4.  Be very careful with Certified, even though BMW has fixed all the problems that have come up, mine has been in the shop for MAJOR suspension and engine problems.  It has been in the shop 20 of the 60 days I have owned it.  Not what I expected from a BMW Certified car.  Now that I think I am past the problems this car had, I really am enjoying driving it!  Much smoother, powerful ride than Z3."
car_2810,3 Years Later,"I ordered this car after seeing it at the Autoshow, even though I was only able to test drive the convertible.  I took delivery of it at the factory, and I have loved it ever since.  I still get a thrill when I see it parked in the lot.  I constantly get 'thumbs ups', wherever I drive it."
car_2811,Fun on wheels,With today's prices it's hard not to consider an upscale model car. The styling is great but the engine and handling is what is special about a Z4. You probably need alternative transportation for the family or pets but a ride in a roadster will always be a treat.
car_2812,Bavarian beauty,"I have only owned this car for 5 months and love it. Previous car was a 1998 Porsche 911, while the Z4 cannot compare to the 911 in performance it comes very close and cost a lot less in purchase price and maint. cost. I also think it is a better looking car. I have gotten more looks and compliments then I did with the 911."
car_2813,Can't Go Wrong With a Bimmer,"Bought this car just a couple months ago with 9,900 miles on it. Always loved the 3 series but fell in love with the Z and I got a good price, too and previous owner paid for all the options [wood dash, power seats/convertible top, HID headlights]. I get looks everywhere I go, and the front styling resembles a 6-series I suppose. Acceleration is best at higher speeds, that's where it really shines. I wish it had more accessible low-end power, but you can't have everything. I average about 25 mpg, but when in traffic that number plummets. Overall I'm extremely satisfied with this Bimmer."
car_2814,Makes you feel young!,"This is my first BMW purchase and I am very pleased with the vehicle.  Driving the vehicle  has been a real please.  The driving and steering response is excellent. The miles per gallon 23.5 city and highway has been excellent.  Too bad the vehicle does not use regular gasoline.  The run free tires are a good option.  However, if low tire pressure occurs, the dashboard only indicates low pressure.  It does not tell you what tire is low."
car_2815,Finally a real roadster,"This BMW is finally a testament to BMW's ability to create a driving machine. Roadsters in the present day have become too feminine and superficial. There is no longer a thrill to having a slung-back drop-top  coupe to whip you along coastal roads. But with the Z4, this little machine totes you feel as though you are a part of the road. The power is subtle enough for anyone to use as a daily driver, but for those glorious summer days where all you want to feel is wind whipping through your hair and adrenaline rushing through your veins, this car has the ability to do so. A complete lion draped in sheep's fur. Best combo: heated seats, top down, chilly spring afternoon."
car_2816,Best of the Best!,"I ordered my Z4 for European Delivery and enjoyed my trip to Munich and the new BMW Welt.  The car is absolutely awesome, 6 speed manual tranny has a short throw, well spaced gears and makes the car more like a classic roadster.  With the hardtop up it is a weather tight coupe.  Styling is incredible inside and out.  Sport seats are very comfortable.  Trunk has enough room for a good sized suitcase even with the top down.  This is my 8th BMW and may well be my favorite.  Car gets lots of thumbs up from all ages.  It is the best looking sports car sold in the US under $60K."
car_2817,Best luxury sports car ever,"I traded in a 2005 Z4 and there is no comparison, also own a Miata which is a toy. This car is great for highway driving as well as running around country roads in the sports mode. This car is much more civilized then the much touted Porsche boxter. I could have purchased the Porsche for the same money to me there was no contest. This car is totally redesigned. Wherever i go people stare at this beautiful machine. I love to drive it."
car_2818,They don't make them like this anymore,"This is a fabulous car: exciting to drive, fels great.Just don't expect to get out of the gas station too quickly - people are always coming over to stare and chat. I have had people wave me down on the street to stop so they could photograph it.Awesome car."
car_2819,Hottest car ever built,"This is the hottest car on the road. I traded my porsche turbo for the Z8 and it is far superior. The car will smoke the tires off in 1st gear. It handles like a dream and everywhere I go people love it. The stereo is the best stock stereo I ever heard. It is very clean and clear at all volumes. It has an electric top which is great and a removable hard top. The V8 engine puts out just under 400hp and it feels like more. I recommend this car to any car guy as this is the ultimate sports car for the money. The real deal is behind the wheel - it's like a cross between the old Jaguar XKE V-12 and a Shelby roadster, only this is better. All I can say if you can find one, buy it."
car_2820,BMW Z8,"The retro design is fantastic- The interior leathers are soft and always have that new car smell. The navigation map is small therefore the direction are only arrows and voice, this is ok but I happen to like a map on my nav. system The dashboard is also retro and great looking. The power is awesome for a 4.9L .The sound of the exhaust is low and second to none."
car_2821,impossible to give up,"I think I'll keep this car forever!  I 
am planning on getting a Vanquish and 
every time I drive it to the dealer for 
the trade-in, I turn around."
car_2822,Driver Heaven,"This is a most awesome machine, finely 
tuned, the penultimate BMW 
achievement. Comfortable interior 
belies the power under the hood. Don't 
make the mistake of pushing 
the ""sport"" button unless you're 
prepared for the extraordinary surge 
in power and control ""freedom"" that 
ensues. Don't get this vehicle (if you 
can find one) unless you don't mind 
constant attention and admiring looks 
from bystanders and other drivers."
car_2823,Dream Car,"Recently purchased a used 2001 Z8 with 
less than 300 miles of actual driven 
miles.  I now am looking for a longer 
route to and from work to be able to 
enjoy more driving time."
car_2824,Z Acht,"Benchmark combination of performance 
and styling, with BMW reliability."
